dt,AverageTemperature,AverageTemperatureUncertainty,Country
1974-12-01,1.376,0.495,Afghanistan
1975-01-01,-0.10400000000000008,0.725,Afghanistan
1975-02-01,2.315,0.302,Afghanistan
1975-03-01,7.8210000000000015,0.363,Afghanistan
1975-04-01,13.786,0.322,Afghanistan
1975-05-01,19.997,0.362,Afghanistan
1975-06-01,24.978,0.409,Afghanistan
1975-07-01,26.726,0.436,Afghanistan
1975-08-01,25.467,0.378,Afghanistan
1975-09-01,20.622,0.315,Afghanistan
1975-10-01,13.24,0.399,Afghanistan
1975-11-01,5.593,0.417,Afghanistan
1975-12-01,2.136,0.428,Afghanistan
1976-01-01,2.8560000000000003,0.632,Afghanistan
1976-02-01,1.7999999999999998,0.395,Afghanistan
1976-03-01,5.8820000000000014,0.236,Afghanistan
1976-04-01,13.763,0.397,Afghanistan
1976-05-01,20.582,0.534,Afghanistan
1976-06-01,24.406999999999996,0.393,Afghanistan
1976-07-01,27.24,0.339,Afghanistan
1976-08-01,25.272,0.327,Afghanistan
1976-09-01,20.905,0.677,Afghanistan
1976-10-01,14.56,0.459,Afghanistan
1976-11-01,5.47,0.373,Afghanistan
1976-12-01,1.766,0.409,Afghanistan
1977-01-01,-2.4530000000000003,0.56,Afghanistan
1977-02-01,3.2230000000000003,0.778,Afghanistan
1977-03-01,12.123,0.505,Afghanistan
1977-04-01,16.055999999999994,0.6459999999999999,Afghanistan
1977-05-01,20.443,0.398,Afghanistan
1977-06-01,26.356,0.219,Afghanistan
1977-07-01,27.552,0.446,Afghanistan
1977-08-01,25.131999999999998,0.451,Afghanistan
1977-09-01,19.943,0.603,Afghanistan
1977-10-01,15.259,0.386,Afghanistan
1977-11-01,9.669,0.452,Afghanistan
1977-12-01,4.362,0.313,Afghanistan
1978-01-01,0.06299999999999993,0.512,Afghanistan
1978-02-01,2.767,0.742,Afghanistan
1978-03-01,7.335000000000001,0.28800000000000003,Afghanistan
1978-04-01,15.966,0.433,Afghanistan
1978-05-01,21.204,0.339,Afghanistan
1978-06-01,25.5,0.6,Afghanistan
1978-07-01,26.726,0.362,Afghanistan
1978-08-01,24.878,0.608,Afghanistan
1978-09-01,20.645,0.406,Afghanistan
1978-10-01,14.55,0.41,Afghanistan
1978-11-01,6.7959999999999985,0.451,Afghanistan
1978-12-01,5.526,0.369,Afghanistan
1979-01-01,1.735,0.4970000000000001,Afghanistan
1979-02-01,4.177,0.208,Afghanistan
1979-03-01,7.299000000000001,0.316,Afghanistan
1979-04-01,16.448999999999998,0.316,Afghanistan
1979-05-01,17.398999999999994,0.4,Afghanistan
1979-06-01,24.921,0.385,Afghanistan
1979-07-01,27.513,0.469,Afghanistan
1979-08-01,24.198,0.429,Afghanistan
1979-09-01,20.579,0.28,Afghanistan
1979-10-01,16.149,0.534,Afghanistan
1979-11-01,6.6770000000000005,0.355,Afghanistan
1979-12-01,4.0489999999999995,0.449,Afghanistan
1980-01-01,0.5329999999999999,0.65,Afghanistan
1980-02-01,2.05,0.473,Afghanistan
1980-03-01,8.180000000000001,0.235,Afghanistan
1980-04-01,17.357,0.2,Afghanistan
1980-05-01,21.573,0.319,Afghanistan
1980-06-01,25.502,0.392,Afghanistan
1980-07-01,27.456999999999997,0.623,Afghanistan
1980-08-01,25.421999999999997,0.343,Afghanistan
1980-09-01,20.399,0.458,Afghanistan
1980-10-01,15.265,0.429,Afghanistan
1980-11-01,10.238999999999999,0.344,Afghanistan
1980-12-01,4.671,0.344,Afghanistan
1981-01-01,2.477,1.056,Afghanistan
1981-02-01,4.414,0.889,Afghanistan
1981-03-01,10.364,0.311,Afghanistan
1981-04-01,15.842,0.473,Afghanistan
1981-05-01,21.099,0.189,Afghanistan
1981-06-01,24.58,0.602,Afghanistan
1981-07-01,27.163,0.36,Afghanistan
1981-08-01,25.258000000000006,0.328,Afghanistan
1981-09-01,20.44,0.316,Afghanistan
1981-10-01,13.036,0.426,Afghanistan
1981-11-01,8.732999999999999,0.281,Afghanistan
1981-12-01,4.915,0.591,Afghanistan
1982-01-01,1.4420000000000002,0.386,Afghanistan
1982-02-01,1.3940000000000001,0.847,Afghanistan
1982-03-01,6.886000000000001,0.233,Afghanistan
1982-04-01,15.234000000000002,0.475,Afghanistan
1982-05-01,20.286,0.276,Afghanistan
1982-06-01,24.867,0.471,Afghanistan
1982-07-01,26.73,0.506,Afghanistan
1982-08-01,25.241000000000003,0.513,Afghanistan
1982-09-01,19.728,0.578,Afghanistan
1982-10-01,14.907,0.481,Afghanistan
1982-11-01,6.654,0.63,Afghanistan
1982-12-01,1.4280000000000004,0.149,Afghanistan
1983-01-01,1.386,0.421,Afghanistan
1983-02-01,3.994,0.3,Afghanistan
1983-03-01,6.415000000000001,0.409,Afghanistan
1983-04-01,13.254000000000001,0.337,Afghanistan
1983-05-01,21.074,0.41,Afghanistan
1983-06-01,25.5,0.47,Afghanistan
1983-07-01,27.988000000000003,0.473,Afghanistan
1983-08-01,26.685,0.383,Afghanistan
1983-09-01,22.272,0.816,Afghanistan
1983-10-01,13.950999999999999,0.617,Afghanistan
1983-11-01,10.043,0.6759999999999999,Afghanistan
1983-12-01,2.8160000000000003,0.508,Afghanistan
1984-01-01,0.7559999999999999,0.493,Afghanistan
1984-02-01,-0.988,0.64,Afghanistan
1984-03-01,10.579,0.539,Afghanistan
1984-04-01,15.677,0.276,Afghanistan
1984-05-01,21.331,0.282,Afghanistan
1984-06-01,26.036,0.263,Afghanistan
1984-07-01,27.623,0.419,Afghanistan
1984-08-01,27.090999999999998,0.6409999999999999,Afghanistan
1984-09-01,19.994,0.28800000000000003,Afghanistan
1984-10-01,13.16,0.459,Afghanistan
1984-11-01,9.533,0.362,Afghanistan
1984-12-01,0.15800000000000036,0.599,Afghanistan
1985-01-01,1.224,0.687,Afghanistan
1985-02-01,5.957999999999999,0.284,Afghanistan
1985-03-01,8.859,0.718,Afghanistan
1985-04-01,15.935,0.218,Afghanistan
1985-05-01,20.54,0.6809999999999999,Afghanistan
1985-06-01,26.424,0.377,Afghanistan
1985-07-01,28.254,0.35,Afghanistan
1985-08-01,24.901,0.293,Afghanistan
1985-09-01,20.873,0.194,Afghanistan
1985-10-01,13.856,0.338,Afghanistan
1985-11-01,8.587,0.205,Afghanistan
1985-12-01,3.2539999999999996,0.408,Afghanistan
1986-01-01,1.681,0.469,Afghanistan
1986-02-01,3.466,0.232,Afghanistan
1986-03-01,5.881000000000001,0.452,Afghanistan
1986-04-01,14.726,0.417,Afghanistan
1986-05-01,20.896,0.482,Afghanistan
1986-06-01,25.416,0.475,Afghanistan
1986-07-01,26.976,0.385,Afghanistan
1986-08-01,24.662000000000006,0.224,Afghanistan
1986-09-01,20.824,0.22,Afghanistan
1986-10-01,15.637,0.486,Afghanistan
1986-11-01,8.318999999999999,0.423,Afghanistan
1986-12-01,2.1940000000000004,0.299,Afghanistan
1987-01-01,3.563,0.35600000000000004,Afghanistan
1987-02-01,4.9529999999999985,0.498,Afghanistan
1987-03-01,10.592,0.278,Afghanistan
1987-04-01,14.665,0.528,Afghanistan
1987-05-01,20.184,0.273,Afghanistan
1987-06-01,24.319000000000003,0.27,Afghanistan
1987-07-01,26.642,0.268,Afghanistan
1987-08-01,26.619,0.329,Afghanistan
1987-09-01,21.814,0.311,Afghanistan
1987-10-01,12.587,0.535,Afghanistan
1987-11-01,8.952,0.285,Afghanistan
1987-12-01,4.918,0.381,Afghanistan
1988-01-01,2.259,0.487,Afghanistan
1988-02-01,3.681,0.584,Afghanistan
1988-03-01,8.996,0.302,Afghanistan
1988-04-01,16.329,0.476,Afghanistan
1988-05-01,21.847,0.463,Afghanistan
1988-06-01,26.347,0.475,Afghanistan
1988-07-01,28.142,0.4,Afghanistan
1988-08-01,25.635,0.444,Afghanistan
1988-09-01,21.207,0.461,Afghanistan
1988-10-01,14.232999999999999,0.34,Afghanistan
1988-11-01,10.225,0.44,Afghanistan
1988-12-01,5.767,0.397,Afghanistan
1989-01-01,-0.424,0.493,Afghanistan
1989-02-01,0.4660000000000002,0.375,Afghanistan
1989-03-01,8.940000000000003,0.289,Afghanistan
1989-04-01,13.582,0.329,Afghanistan
1989-05-01,18.588,0.486,Afghanistan
1989-06-01,25.291,0.454,Afghanistan
1989-07-01,27.186,0.376,Afghanistan
1989-08-01,25.142000000000003,0.45,Afghanistan
1989-09-01,20.793000000000003,0.333,Afghanistan
1989-10-01,15.620999999999999,0.258,Afghanistan
1989-11-01,9.127,0.274,Afghanistan
1989-12-01,5.197,0.285,Afghanistan
1990-01-01,1.5579999999999998,0.46,Afghanistan
1990-02-01,3.669,0.244,Afghanistan
1990-03-01,8.402000000000001,0.311,Afghanistan
1990-04-01,14.457,0.231,Afghanistan
1990-05-01,22.441999999999997,0.316,Afghanistan
1990-06-01,26.34,0.289,Afghanistan
1990-07-01,27.526,0.476,Afghanistan
1990-08-01,26.563,0.529,Afghanistan
1990-09-01,22.217,0.246,Afghanistan
1990-10-01,14.53,0.405,Afghanistan
1990-11-01,10.042,0.418,Afghanistan
1990-12-01,2.1740000000000004,0.424,Afghanistan
1991-01-01,1.168,0.852,Afghanistan
1991-02-01,2.352,0.57,Afghanistan
1991-03-01,7.925000000000002,0.402,Afghanistan
1991-04-01,14.645,0.404,Afghanistan
1991-05-01,19.294,0.481,Afghanistan
1991-06-01,25.117,0.225,Afghanistan
1991-07-01,27.23,0.271,Afghanistan
1991-08-01,25.561999999999998,0.287,Afghanistan
1991-09-01,21.141,0.231,Afghanistan
1991-10-01,14.139,0.365,Afghanistan
1991-11-01,8.749,0.414,Afghanistan
1991-12-01,5.127000000000002,0.43,Afghanistan
1992-01-01,1.588,0.655,Afghanistan
1992-02-01,3.73,1.037,Afghanistan
1992-03-01,6.593000000000001,0.295,Afghanistan
1992-04-01,13.562000000000001,0.547,Afghanistan
1992-05-01,17.72,0.34,Afghanistan
1992-06-01,25.128,0.478,Afghanistan
1992-07-01,26.804,0.33,Afghanistan
1992-08-01,24.584000000000003,0.327,Afghanistan
1992-09-01,19.777,0.365,Afghanistan
1992-10-01,13.942,0.485,Afghanistan
1992-11-01,9.812000000000001,0.7879999999999999,Afghanistan
1992-12-01,5.433,0.373,Afghanistan
1993-01-01,0.8079999999999999,0.893,Afghanistan
1993-02-01,5.376,0.429,Afghanistan
1993-03-01,7.475,0.575,Afghanistan
1993-04-01,15.233,0.324,Afghanistan
1993-05-01,20.556,0.359,Afghanistan
1993-06-01,25.273000000000003,0.505,Afghanistan
1993-07-01,26.826,0.493,Afghanistan
1993-08-01,24.916999999999998,0.5660000000000001,Afghanistan
1993-09-01,21.682,0.41,Afghanistan
1993-10-01,12.904000000000002,0.413,Afghanistan
1993-11-01,8.325,0.826,Afghanistan
1993-12-01,3.8960000000000004,0.6779999999999999,Afghanistan
1994-01-01,2.105,0.625,Afghanistan
1994-02-01,2.082,0.6629999999999999,Afghanistan
1994-03-01,10.35,0.34,Afghanistan
1994-04-01,13.339,0.28800000000000003,Afghanistan
1994-05-01,21.143,0.343,Afghanistan
1994-06-01,26.289,0.285,Afghanistan
1994-07-01,27.668000000000003,0.399,Afghanistan
1994-08-01,27.076999999999998,0.317,Afghanistan
1994-09-01,18.314,0.257,Afghanistan
1994-10-01,13.890999999999998,0.415,Afghanistan
1994-11-01,11.56,0.523,Afghanistan
1994-12-01,3.2390000000000003,0.307,Afghanistan
1995-01-01,2.4530000000000003,0.362,Afghanistan
1995-02-01,4.007,0.7340000000000001,Afghanistan
1995-03-01,7.944000000000001,0.81,Afghanistan
1995-04-01,14.428,0.535,Afghanistan
1995-05-01,20.442,0.3670000000000001,Afghanistan
1995-06-01,25.837,0.278,Afghanistan
1995-07-01,28.443,0.331,Afghanistan
1995-08-01,26.718000000000004,0.245,Afghanistan
1995-09-01,20.947,0.252,Afghanistan
1995-10-01,14.539,0.3,Afghanistan
1995-11-01,9.973,0.679,Afghanistan
1995-12-01,2.5789999999999997,0.324,Afghanistan
1996-01-01,0.175,0.254,Afghanistan
1996-02-01,4.337,0.239,Afghanistan
1996-03-01,8.31,0.417,Afghanistan
1996-04-01,14.773,0.471,Afghanistan
1996-05-01,19.42,0.265,Afghanistan
1996-06-01,25.518,0.363,Afghanistan
1996-07-01,27.349,0.727,Afghanistan
1996-08-01,25.278,0.335,Afghanistan
1996-09-01,22.929000000000002,0.408,Afghanistan
1996-10-01,14.36,0.242,Afghanistan
1996-11-01,6.7620000000000005,0.471,Afghanistan
1996-12-01,3.901,0.328,Afghanistan
1997-01-01,2.69,0.521,Afghanistan
1997-02-01,3.628,0.722,Afghanistan
1997-03-01,8.742,0.655,Afghanistan
1997-04-01,14.483,0.965,Afghanistan
1997-05-01,19.142,0.317,Afghanistan
1997-06-01,25.913,0.298,Afghanistan
1997-07-01,28.533,0.41,Afghanistan
1997-08-01,26.241,0.522,Afghanistan
1997-09-01,22.014,0.7829999999999999,Afghanistan
1997-10-01,16.012999999999998,0.385,Afghanistan
1997-11-01,7.921,0.404,Afghanistan
1997-12-01,3.528,0.4270000000000001,Afghanistan
1998-01-01,2.041,0.48,Afghanistan
1998-02-01,2.7110000000000003,0.63,Afghanistan
1998-03-01,8.360000000000001,0.495,Afghanistan
1998-04-01,16.595,0.358,Afghanistan
1998-05-01,20.524,0.368,Afghanistan
1998-06-01,24.618000000000002,0.468,Afghanistan
1998-07-01,27.896,0.315,Afghanistan
1998-08-01,26.656,0.328,Afghanistan
1998-09-01,21.761,0.541,Afghanistan
1998-10-01,14.939,0.477,Afghanistan
1998-11-01,9.698,0.5870000000000001,Afghanistan
1998-12-01,5.791,0.61,Afghanistan
1999-01-01,1.926,0.4,Afghanistan
1999-02-01,6.497000000000001,0.866,Afghanistan
1999-03-01,8.876000000000003,0.5529999999999999,Afghanistan
1999-04-01,15.239,0.57,Afghanistan
1999-05-01,21.186,0.468,Afghanistan
1999-06-01,25.896,0.636,Afghanistan
1999-07-01,27.380000000000006,0.34700000000000003,Afghanistan
1999-08-01,26.625,0.481,Afghanistan
1999-09-01,21.901,0.358,Afghanistan
1999-10-01,15.936,0.306,Afghanistan
1999-11-01,8.932,0.337,Afghanistan
1999-12-01,4.271,0.5539999999999999,Afghanistan
2000-01-01,2.404,0.496,Afghanistan
2000-02-01,3.155,0.529,Afghanistan
2000-03-01,8.971,0.333,Afghanistan
2000-04-01,18.44,0.522,Afghanistan
2000-05-01,24.14,0.435,Afghanistan
2000-06-01,25.451,0.487,Afghanistan
2000-07-01,27.26,0.507,Afghanistan
2000-08-01,26.416,0.377,Afghanistan
2000-09-01,22.118000000000002,0.695,Afghanistan
2000-10-01,15.272,0.44,Afghanistan
2000-11-01,7.952000000000001,0.638,Afghanistan
2000-12-01,4.3950000000000005,0.5489999999999999,Afghanistan
2001-01-01,0.41,0.547,Afghanistan
2001-02-01,4.2109999999999985,0.434,Afghanistan
2001-03-01,10.507,0.374,Afghanistan
2001-04-01,17.23,0.5720000000000001,Afghanistan
2001-05-01,24.108,0.789,Afghanistan
2001-06-01,26.953000000000003,0.61,Afghanistan
2001-07-01,27.772,0.501,Afghanistan
2001-08-01,26.059,0.49,Afghanistan
2001-09-01,21.241,0.443,Afghanistan
2001-10-01,15.494000000000002,0.594,Afghanistan
2001-11-01,9.815,0.496,Afghanistan
2001-12-01,5.537000000000001,0.619,Afghanistan
2002-01-01,2.42,0.609,Afghanistan
2002-02-01,4.582,0.439,Afghanistan
2002-03-01,11.085,0.479,Afghanistan
2002-04-01,15.997,0.403,Afghanistan
2002-05-01,21.918000000000003,0.315,Afghanistan
2002-06-01,26.476,0.35200000000000004,Afghanistan
2002-07-01,27.412000000000006,0.369,Afghanistan
2002-08-01,27.011000000000006,0.409,Afghanistan
2002-09-01,21.055,0.27,Afghanistan
2002-10-01,16.997,0.378,Afghanistan
2002-11-01,9.369,0.185,Afghanistan
2002-12-01,2.1300000000000003,1.134,Afghanistan
2003-01-01,3.133,0.369,Afghanistan
2003-02-01,4.854,0.6859999999999999,Afghanistan
2003-03-01,9.036,0.35700000000000004,Afghanistan
2003-04-01,15.236999999999998,0.38,Afghanistan
2003-05-01,19.064,0.383,Afghanistan
2003-06-01,25.347,0.657,Afghanistan
2003-07-01,27.94,0.423,Afghanistan
2003-08-01,26.19,0.371,Afghanistan
2003-09-01,21.399,0.459,Afghanistan
2003-10-01,15.722999999999999,0.539,Afghanistan
2003-11-01,7.776,0.365,Afghanistan
2003-12-01,3.293,0.491,Afghanistan
2004-01-01,3.756,0.363,Afghanistan
2004-02-01,6.5600000000000005,0.4970000000000001,Afghanistan
2004-03-01,11.972,0.708,Afghanistan
2004-04-01,15.969000000000001,0.383,Afghanistan
2004-05-01,21.941999999999997,0.638,Afghanistan
2004-06-01,26.14,0.47,Afghanistan
2004-07-01,27.193,0.458,Afghanistan
2004-08-01,26.404000000000003,0.339,Afghanistan
2004-09-01,21.741,0.411,Afghanistan
2004-10-01,13.370999999999999,0.604,Afghanistan
2004-11-01,10.859000000000002,0.259,Afghanistan
2004-12-01,3.3440000000000003,0.66,Afghanistan
2005-01-01,0.987,0.56,Afghanistan
2005-02-01,1.822,0.564,Afghanistan
2005-03-01,10.564,0.398,Afghanistan
2005-04-01,15.157,0.301,Afghanistan
2005-05-01,19.294,0.396,Afghanistan
2005-06-01,25.745,0.6859999999999999,Afghanistan
2005-07-01,28.021,0.6509999999999999,Afghanistan
2005-08-01,25.897,0.58,Afghanistan
2005-09-01,22.888,0.536,Afghanistan
2005-10-01,15.880999999999998,0.594,Afghanistan
2005-11-01,8.432,0.404,Afghanistan
2005-12-01,5.072,0.6709999999999999,Afghanistan
2006-01-01,-0.16599999999999993,0.436,Afghanistan
2006-02-01,7.231,0.5870000000000001,Afghanistan
2006-03-01,10.38,0.463,Afghanistan
2006-04-01,15.446,0.422,Afghanistan
2006-05-01,24.482,0.385,Afghanistan
2006-06-01,26.104,0.373,Afghanistan
2006-07-01,28.160999999999998,0.631,Afghanistan
2006-08-01,26.174000000000003,0.279,Afghanistan
2006-09-01,20.976999999999997,0.608,Afghanistan
2006-10-01,17.814,0.6759999999999999,Afghanistan
2006-11-01,9.408,0.333,Afghanistan
2006-12-01,1.136,0.6659999999999999,Afghanistan
2007-01-01,1.215,0.755,Afghanistan
2007-02-01,4.9830000000000005,0.29600000000000004,Afghanistan
2007-03-01,8.8,0.377,Afghanistan
2007-04-01,18.114,0.443,Afghanistan
2007-05-01,21.952,0.402,Afghanistan
2007-06-01,26.219,0.263,Afghanistan
2007-07-01,27.365,0.365,Afghanistan
2007-08-01,25.811999999999998,0.213,Afghanistan
2007-09-01,21.217,0.333,Afghanistan
2007-10-01,12.843,0.447,Afghanistan
2007-11-01,10.312000000000001,0.284,Afghanistan
2007-12-01,2.4419999999999997,0.575,Afghanistan
2008-01-01,-4.552999999999999,1.192,Afghanistan
2008-02-01,1.3949999999999998,0.919,Afghanistan
2008-03-01,13.505999999999998,0.29,Afghanistan
2008-04-01,16.608999999999998,0.417,Afghanistan
2008-05-01,23.153000000000002,0.512,Afghanistan
2008-06-01,27.629,0.6,Afghanistan
2008-07-01,28.409,0.345,Afghanistan
2008-08-01,26.272,0.375,Afghanistan
2008-09-01,21.966,0.5760000000000001,Afghanistan
2008-10-01,16.153000000000002,0.276,Afghanistan
2008-11-01,8.11,0.362,Afghanistan
2008-12-01,3.949,0.344,Afghanistan
2009-01-01,2.27,0.191,Afghanistan
2009-02-01,5.9510000000000005,0.384,Afghanistan
2009-03-01,11.294,0.327,Afghanistan
2009-04-01,13.616,0.366,Afghanistan
2009-05-01,21.742,0.465,Afghanistan
2009-06-01,23.906,0.416,Afghanistan
2009-07-01,28.145,0.35700000000000004,Afghanistan
2009-08-01,27.372,0.411,Afghanistan
2009-09-01,22.164,0.128,Afghanistan
2009-10-01,14.17,0.435,Afghanistan
2009-11-01,8.583,0.219,Afghanistan
2009-12-01,3.88,0.455,Afghanistan
2010-01-01,4.292,0.314,Afghanistan
2010-02-01,4.737,0.68,Afghanistan
2010-03-01,12.901,0.274,Afghanistan
2010-04-01,17.675,0.192,Afghanistan
2010-05-01,22.099,0.29600000000000004,Afghanistan
2010-06-01,25.92,0.266,Afghanistan
2010-07-01,27.81,0.229,Afghanistan
2010-08-01,26.015,0.17,Afghanistan
2010-09-01,20.482,0.305,Afghanistan
2010-10-01,17.182000000000002,0.25,Afghanistan
2010-11-01,8.232999999999999,0.317,Afghanistan
2010-12-01,2.5980000000000003,0.188,Afghanistan
2011-01-01,1.827,0.293,Afghanistan
2011-02-01,3.077,0.425,Afghanistan
2011-03-01,9.708,0.265,Afghanistan
2011-04-01,16.476,0.277,Afghanistan
2011-05-01,24.124000000000002,0.382,Afghanistan
2011-06-01,27.823,0.341,Afghanistan
2011-07-01,27.880000000000006,0.165,Afghanistan
2011-08-01,27.497,0.373,Afghanistan
2011-09-01,21.966,0.327,Afghanistan
2011-10-01,15.572,0.214,Afghanistan
2011-11-01,8.998,0.317,Afghanistan
2011-12-01,1.2680000000000002,0.416,Afghanistan
2012-01-01,-0.231,0.4320000000000001,Afghanistan
2012-02-01,0.2349999999999999,0.378,Afghanistan
2012-03-01,8.696000000000002,0.329,Afghanistan
2012-04-01,16.32,0.385,Afghanistan
2012-05-01,21.179000000000002,0.314,Afghanistan
2012-06-01,25.267,0.429,Afghanistan
2012-07-01,28.193,0.434,Afghanistan
2012-08-01,26.549000000000003,0.328,Afghanistan
2012-09-01,20.933000000000003,0.231,Afghanistan
2012-10-01,15.030999999999999,0.36,Afghanistan
2012-11-01,8.7,0.389,Afghanistan
2012-12-01,2.907,0.377,Afghanistan
2013-01-01,2.241,0.516,Afghanistan
2013-02-01,4.253,0.955,Afghanistan
2013-03-01,8.46,1.186,Afghanistan
2013-04-01,14.845,0.398,Afghanistan
2013-05-01,21.355,0.428,Afghanistan
2013-06-01,26.879,0.43,Afghanistan
2013-07-01,28.205,0.303,Afghanistan
2013-08-01,26.031,0.34700000000000003,Afghanistan
2013-09-01,,,Afghanistan
1850-01-01,19.764,1.185,Africa
1850-02-01,22.393,1.188,Africa
1850-03-01,23.671999999999997,1.954,Africa
1850-04-01,24.197,1.364,Africa
1850-05-01,24.302,0.938,Africa
1850-06-01,24.98,0.901,Africa
1850-07-01,25.089,0.8740000000000001,Africa
1850-08-01,25.254,0.899,Africa
1850-09-01,24.919,0.971,Africa
1850-10-01,23.831,0.958,Africa
1850-11-01,21.994,1.259,Africa
1850-12-01,,,Africa
1851-01-01,,,Africa
1851-02-01,,,Africa
1851-03-01,,,Africa
1851-04-01,,,Africa
1851-05-01,,,Africa
1851-06-01,,,Africa
1851-07-01,,,Africa
1851-08-01,,,Africa
1851-09-01,,,Africa
1851-10-01,,,Africa
1851-11-01,,,Africa
1851-12-01,,,Africa
1852-01-01,,,Africa
1852-02-01,,,Africa
1852-03-01,,,Africa
1852-04-01,,,Africa
1852-05-01,,,Africa
1852-06-01,,,Africa
1852-07-01,,,Africa
1852-08-01,,,Africa
1852-09-01,,,Africa
1852-10-01,,,Africa
1852-11-01,,,Africa
1852-12-01,,,Africa
1853-01-01,,,Africa
1853-02-01,,,Africa
1853-03-01,,,Africa
1853-04-01,,,Africa
1853-05-01,,,Africa
1853-06-01,,,Africa
1853-07-01,,,Africa
1853-08-01,,,Africa
1853-09-01,,,Africa
1853-10-01,,,Africa
1853-11-01,,,Africa
1853-12-01,,,Africa
1854-01-01,,,Africa
1854-02-01,,,Africa
1854-03-01,,,Africa
1854-04-01,,,Africa
1854-05-01,,,Africa
1854-06-01,,,Africa
1854-07-01,,,Africa
1854-08-01,,,Africa
1854-09-01,,,Africa
1854-10-01,,,Africa
1854-11-01,,,Africa
1854-12-01,,,Africa
1855-01-01,,,Africa
1855-02-01,,,Africa
1855-03-01,,,Africa
1855-04-01,,,Africa
1855-05-01,,,Africa
1855-06-01,,,Africa
1855-07-01,,,Africa
1855-08-01,,,Africa
1855-09-01,,,Africa
1855-10-01,,,Africa
1855-11-01,,,Africa
1855-12-01,,,Africa
1856-01-01,21.119,0.979,Africa
1856-02-01,21.3,1.362,Africa
1856-03-01,23.212,0.84,Africa
1856-04-01,24.452,0.838,Africa
1856-05-01,25.097,1.163,Africa
1856-06-01,,,Africa
1856-07-01,,,Africa
1856-08-01,,,Africa
1856-09-01,,,Africa
1856-10-01,,,Africa
1856-11-01,,,Africa
1856-12-01,,,Africa
1857-01-01,20.177,1.283,Africa
1857-02-01,,,Africa
1857-03-01,23.109,1.132,Africa
1857-04-01,23.636,0.807,Africa
1857-05-01,24.32,0.8859999999999999,Africa
1857-06-01,24.302,0.894,Africa
1857-07-01,24.526999999999997,0.936,Africa
1857-08-01,24.406999999999996,0.784,Africa
1857-09-01,24.727,0.763,Africa
1857-10-01,23.898000000000003,0.847,Africa
1857-11-01,22.695999999999998,0.879,Africa
1857-12-01,20.769000000000002,0.865,Africa
1858-01-01,20.894,1.5019999999999998,Africa
1858-02-01,21.655,0.775,Africa
1858-03-01,23.42,0.988,Africa
1858-04-01,25.07,0.932,Africa
1858-05-01,25.165,0.929,Africa
1858-06-01,24.899,1.011,Africa
1858-07-01,24.086,0.8109999999999999,Africa
1858-08-01,24.781999999999996,0.966,Africa
1858-09-01,24.702,0.851,Africa
1858-10-01,24.468000000000004,0.826,Africa
1858-11-01,23.683000000000003,1.197,Africa
1858-12-01,20.057000000000002,1.252,Africa
1859-01-01,20.564,0.973,Africa
1859-02-01,21.613000000000003,1.125,Africa
1859-03-01,23.904,0.978,Africa
1859-04-01,25.491,0.8390000000000001,Africa
1859-05-01,25.937,0.878,Africa
1859-06-01,25.18,0.931,Africa
1859-07-01,24.425,0.8340000000000001,Africa
1859-08-01,24.627,0.7340000000000001,Africa
1859-09-01,24.733,0.6559999999999999,Africa
1859-10-01,24.546,0.917,Africa
1859-11-01,22.748,1.147,Africa
1859-12-01,20.9,1.348,Africa
1860-01-01,20.919,0.857,Africa
1860-02-01,21.827,0.757,Africa
1860-03-01,22.897,0.872,Africa
1860-04-01,24.576,1.023,Africa
1860-05-01,25.203000000000003,0.748,Africa
1860-06-01,25.488000000000003,0.82,Africa
1860-07-01,24.923,0.813,Africa
1860-08-01,25.305,0.855,Africa
1860-09-01,25.552,0.7959999999999999,Africa
1860-10-01,24.482000000000006,0.779,Africa
1860-11-01,22.335,0.785,Africa
1860-12-01,19.921,0.918,Africa
1861-01-01,19.523,1.261,Africa
1861-02-01,21.374000000000002,0.879,Africa
1861-03-01,23.346999999999998,0.72,Africa
1861-04-01,24.436999999999998,0.961,Africa
1861-05-01,24.829,0.755,Africa
1861-06-01,25.176,1.097,Africa
1861-07-01,24.691999999999997,0.845,Africa
1861-08-01,24.805999999999997,0.74,Africa
1861-09-01,24.895,0.852,Africa
1861-10-01,24.274,0.888,Africa
1861-11-01,22.816999999999997,1.1840000000000002,Africa
1861-12-01,20.69,1.227,Africa
1862-01-01,19.79,1.004,Africa
1862-02-01,21.087,0.809,Africa
1862-03-01,23.451999999999998,0.8,Africa
1862-04-01,24.588,0.915,Africa
1862-05-01,25.476,1.139,Africa
1862-06-01,25.171999999999997,0.986,Africa
1862-07-01,24.747,0.968,Africa
1862-08-01,24.704,0.958,Africa
1862-09-01,24.536,0.916,Africa
1862-10-01,23.898000000000003,1.074,Africa
1862-11-01,21.741,1.031,Africa
1862-12-01,19.616,1.144,Africa
1863-01-01,21.469,1.5830000000000002,Africa
1863-02-01,21.885,1.798,Africa
1863-03-01,23.396,1.056,Africa
1863-04-01,24.557,1.241,Africa
1863-05-01,25.308000000000003,1.04,Africa
1863-06-01,24.988000000000003,1.01,Africa
1863-07-01,24.743,0.972,Africa
1863-08-01,24.601,0.884,Africa
1863-09-01,24.768,0.931,Africa
1863-10-01,24.02,0.99,Africa
1863-11-01,22.508000000000006,1.01,Africa
1863-12-01,20.424,1.118,Africa
